stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,0,3.3,0,20.27
3dpf,3.42,0,0,2.93,0.3,0
5dpf,1.2,0.97,0,2.08,0,1.92
10dpf,1.99,0,0.48,0.5,0,0
