stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
16hpf,0,0,0,0,0,0,0,11.93
19hpf,0,0,0,0,0,0,0,9.72
24hpf,0,0,0,0,0,0,0,11.05
2dpf,5.88,0,1.02,3.4,9.63,1,4.69,4.93
3dpf,7.77,0.46,0.29,0,0.84,0,0,10.97
5dpf,2.29,0.41,2.19,0,8.74,0,1.11,45.91
10dpf,5.65,0,0,0,2.11,0,1.2,21.85
