stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,10.99,0,1.34,0,0
5dpf,0,1.13,0.61,0.35,0
10dpf,5.49,0,0,0,0.83
