stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.98,0,1.93,1.18,0
3dpf,0,0,0,0.43,0
5dpf,1.3,0,0,0,1.42
10dpf,1.93,0.77,1.1,0,1.61
