stage,central_nervous_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0.77,0,0,0
3dpf,2.82,1.25,0,0,0.8
5dpf,0,1.35,1.07,0,0.38
10dpf,2.56,0,0,0.52,0
