stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
14hpf,0,0,0,0,0,0,175.19
16hpf,0,0,0,0,0,0,5.39
19hpf,0,0,0,0,0,0,238.68
24hpf,0,0,0,0,0,0,1.72
2dpf,4.85,0,5.03,3.14,3.17,1.3,122.27
3dpf,8.31,0,0.39,0.3,3.11,0,6.67
5dpf,0.4,0,0,0,1.03,0,8.77
10dpf,36.68,0.76,4.19,0.87,4.92,0.46,6.26
