stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,8.6,0,0,0,0,0,0,8.93,18.65,40.86
12hpf,25.56,14.74,1.99,7.83,11.83,0,0,79,16.92,13.56
14hpf,17.19,2.64,41.2,19.15,35.25,13.58,0,37.11,91.33,347.29
16hpf,47.74,44.83,24.65,83.56,75.44,13.52,0,43.67,213.91,213.55
19hpf,40.13,0,1.93,20.76,38.24,8.87,0,18.65,27.71,132.35
24hpf,60.6,8.41,3.84,27.14,43.21,29.34,4.48,7.65,412.09,85.53
2dpf,351.46,25.61,32,67.37,148.73,269.06,12.93,24.24,137.03,202.77
3dpf,474.24,144.19,16.69,30.6,11.12,222.27,7.26,0,27.57,48.75
5dpf,145.44,181.87,75.82,134.46,35.68,360.78,29.97,24.68,66.02,226.8
10dpf,199.99,218.72,73.04,73.38,24.19,131.2,10.69,0.94,30.64,62.5
