stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,39.17,0,8.89,0,0,0,0,11.93
12hpf,25.47,1.88,44.59,25.17,18.57,7.85,0,121.84,28.96,50.61
14hpf,17.56,2.95,16.25,14.84,5.66,0,0,14.39,5.24,72.13
16hpf,77.71,19.14,1.91,67.49,27.23,15.13,5.32,45.49,32.97,207.07
19hpf,22.05,0,2.24,23.41,5.53,1.65,0,6.26,0,58.33
24hpf,33.31,0,5.58,20.55,15,12.99,2.92,3.87,9.13,30.96
2dpf,201.12,4.76,18.65,34.69,103.96,243.39,29.36,11.48,63.51,170.83
3dpf,633.41,10.83,16.49,25.69,27.25,336.82,11.1,0,18.28,54.15
5dpf,121.29,17.74,43.8,50.99,32.16,334.28,33.3,14.46,51.73,229.38
10dpf,504.38,35.48,51.01,36.36,15.14,267.16,15.92,0,32.06,57.77
