stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,6.79,0,0,0,0,0,2.4
3dpf,12.73,0,0.79,1.4,2.01,0,0
5dpf,11.75,1.45,1.83,8.8,1.93,0,2.04
10dpf,72.02,0.48,1.02,1.41,0,1.59,0.55
