stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.8,0,0,0,0.52,0,0,0
3dpf,0.94,0,0,0,0,0.29,0,0
5dpf,0.39,0,0.42,0,0,0.8,0.56,3.35
10dpf,3.3,1,0.69,1.8,0,0.4,0,0.61
