stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,1.23,0,0,0,1.05,0,1.89,1.08
3dpf,5.28,0.48,1.53,0.32,5.57,0,0,2.74
5dpf,0.87,0.88,0,0.63,0.78,0.3,0,4.63
10dpf,15.56,0,3.98,1.57,3.94,0,0,2.91
