stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,1.67,0.87,0,0,1.27,0,0,0
3dpf,79.9,0,0,0,16.57,0,0,0.81
5dpf,0.75,0,0,0.81,2,1.03,0.64,0.29
10dpf,55.92,0,0.62,0,8.46,5.27,1.42,0
