stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0.84,1.41,0,0.7
3dpf,6.91,0.85,0.61,0,0
5dpf,0,0,0,0.82,1.45
10dpf,0.82,0,0,0,0
