stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0.83,0,0,0
3dpf,0.82,0,0.3,0,0.63,2.12,0
5dpf,1.05,0.54,0.54,0,1.01,4.95,1.55
10dpf,0,0,0,0.67,0.98,1.93,0
