stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
10hpf,18.85,0,0,0,0,0,0,0
19hpf,1.57,0,0,0,0,0,0,0
5dpf,5.77,2.09,8.22,1.45,31.44,0.87,10.68,4.03
