stage,central_nervous_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0.48,0,0,0
3dpf,1.07,0,2.52,0
5dpf,0.31,0,0,1.83
10dpf,1.72,0.38,2.55,0
