stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,133.7,10.47,0,0,89.43,11.18,0,0,122.9,62.87
12hpf,107.16,2.03,0,4.15,65.32,23.37,0,12.09,37.61,38.94
14hpf,203.67,2.57,7.41,18.96,34.81,2.34,2.86,6.05,36.86,9.61
16hpf,113.97,8.61,0,11.08,44.59,11.05,0,3.5,55.69,27.43
19hpf,561.04,5.44,0,5.86,34.51,29.43,3.6,0,31.78,56.01
24hpf,721.46,6.94,6.02,26.64,197.62,84.54,16.11,6.48,71.35,75.55
2dpf,1709.39,22.86,63.7,135.2,660.67,1002.09,121.65,20.52,298.56,398.62
3dpf,4465.8,21.74,17.7,54.43,93.95,1287.02,32.65,0,65.6,108.45
5dpf,423.45,42.24,86.91,197.79,118.13,1432.5,133.64,54.85,170.7,508.35
10dpf,2209.84,36.45,68.19,111.65,53.95,991.54,68.37,4.47,90.94,125.05
