stage,central_nervous_system,endoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,1.61,1.27,0,0,0,0
3dpf,0.75,4.55,0,0,0,0
5dpf,1.54,2.6,2.33,0.62,0.44,1.33
10dpf,0,3.05,0,0,0,0
