stage,central_nervous_system,mesenchyme,notochord,paraxial_mesoderm,periderm
12hpf,2.28,0,0,0,0
14hpf,2.52,0,0,2.56,0
16hpf,0,0,0,0,3.41
19hpf,1.61,0,0,0,0
2dpf,0.48,1.73,0.49,0,0
3dpf,0.46,0,0,0,0
