stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,0.29,0.63,0,0.43,0,0
5dpf,0,1.9,0.95,0,0.96,0.83
10dpf,1.18,5.93,0,0,0,0
