stage,central_nervous_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0.52
3dpf,0.7,0,0.3,9.4
5dpf,0.42,0.87,2.85,12.97
10dpf,0.47,0,0,59.78
