stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
3dpf,1.86,0,0.45,0,0
5dpf,0,0.36,2.43,0.68,0.47
10dpf,1.82,0,0.47,0,0
