stage,central_nervous_system,endoderm,intermediate_mesoderm,periderm
24hpf,0.95,0,0,0
2dpf,0,0,0,0.51
3dpf,0,0.7,0.68,2.26
5dpf,0,0,0,10.4
10dpf,1.41,1.31,1.43,7.68
