stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,periderm
2dpf,4.04,0,0,0.6
3dpf,1.98,0,0.44,0.3
5dpf,0,0,0,4.54
10dpf,0,0.41,0,0.44
