stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,1.31,0,0,0,2.15,0,6.39,0,0
3dpf,1.16,0.91,0.49,0.64,0,0.72,0,0,0
5dpf,0.34,0.91,0,1.4,0.95,1.41,7.21,0,0
10dpf,2.18,0,0,0.5,0,2.45,0,0.56,0.39
