stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0.59,0,1.84,0,0,4.3,0,0,4.07
3dpf,1.27,0.46,0,0,0.52,1.61,0,0,0.75
5dpf,0,0,0,1.45,0,0.89,0.66,1.01,14.62
10dpf,3.47,0,0,0.66,4.63,0,0,0,2.42
