stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,5.7,0,0,0,0,2.04
3dpf,12.8,0,0.39,0,1.09,0
5dpf,1.48,0,0,5.76,2.34,0
10dpf,5.86,0.84,0,4.37,0,0
