stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,298.33,0,0,0,65.57,8.96,0,21.95,76.22,93.45
12hpf,388.17,12.47,0,5.42,139.16,30.37,0,21.9,130.99,128.17
14hpf,373.48,0,13.5,22.03,102.59,31.81,3.06,7.01,86.8,79.2
16hpf,211.14,15.84,18.85,23.36,88.3,41.32,11.29,3.69,96.33,76.31
19hpf,323.58,6.22,0,3.5,33.23,11.78,3.15,2.35,8.97,31.77
24hpf,291.65,0,6.89,15.69,63.84,31.83,10.15,0,39.9,26.76
2dpf,562.96,12.84,38.63,86.31,284.37,416.64,69.35,4.96,121.22,145.1
3dpf,1240.31,9.34,13.72,28.37,32.24,373.53,14.48,0,18.06,35.77
5dpf,172.64,16.93,62.95,86.04,42.44,542.71,56.21,16.96,79.26,218.95
10dpf,654.03,28.01,48.94,57.78,30.73,421.72,28.94,0,45.53,54.28
