stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,0.76,0,0.58,0,0
3dpf,0.33,1.2,0,0.36,0.49
5dpf,0.3,20.37,0,0,3.09
10dpf,0.67,25.48,0,0.93,0
