stage,central_nervous_system,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
24hpf,0,0,0.84,0,0,0
2dpf,2.35,1.72,12.26,1.56,2.89,11.85
3dpf,0,2.99,8.77,0,0,0.39
5dpf,1.04,4.46,10.06,2.06,0.91,6.56
10dpf,5.11,0,1.49,0,0,0
