stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,1.75,0.75,0.58,0
3dpf,1.09,0.32,0,0.92,0,0.54
5dpf,0,1.09,7.47,0,0.52,0
10dpf,0.77,0.51,3.26,0,0,0
