stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,1.46,0,0,0,0.54,0.52,1.96,0.98
3dpf,1.05,0,0,0.54,0,0,0,0
5dpf,0,0,0.41,0,0,0,0,0
10dpf,0,0.51,0,0,0,0,0,0
