stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0,3.26,0,0,0,0,0
3dpf,0,2.6,0,0.37,0,0,0
5dpf,1.73,24.79,0.5,3.3,0.49,0.55,0.84
10dpf,2.62,58.71,1.14,0.44,0,0,0
