stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,periderm
3dpf,0.68,0.92,0,0,0,0.51
5dpf,0,4.83,1.32,1.58,0.63,2.17
10dpf,0.95,10.58,0,1.5,0,0
