stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,136.74,10.13,0,0,27.27,0,0,0,142.27,57.69
12hpf,279.56,14.92,4.96,2.13,104.26,8.27,0,1.89,128.56,99.04
14hpf,216.77,5.11,10.91,14.2,45.76,7.91,2.34,2.3,113.44,42.16
16hpf,411.51,14.49,14.48,11.73,112.53,17.41,6.01,3.76,137.59,66
19hpf,458.26,3.39,0,1.74,21.02,8.17,0,1.6,13.26,31.93
24hpf,542.3,5.96,52.81,12.19,129.59,15.39,11.05,0.9,17.54,37.97
2dpf,544.99,4.93,31.31,40.69,334.95,113.76,22.45,1.14,47.63,89.99
3dpf,330.72,10.09,1.38,5.53,6.52,26.97,3.63,0,4.85,11.81
5dpf,72.62,4.46,49.39,16.23,48.09,126.27,6.19,5.73,29.29,57.21
10dpf,55.8,0.81,17.38,1.05,1.27,10.54,0,0,2.33,2.71
