stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,0,0,0,1.44,0,0,0
3dpf,6.16,0,0,0,0,0,0
5dpf,2.09,0.61,0,0,8.03,0.91,1.85
10dpf,2.26,0,0.52,0,4.16,0,0.55
