stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,0,0.73
3dpf,0.36,0,0,0,0,0,16.91
5dpf,1.45,0.71,0.31,0,2.58,0.55,211.11
10dpf,3.33,1.87,0,0.47,0,0.85,12.77
