stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0.98,1.6,0,0,0,0
3dpf,0.4,0,0.3,0,0.4,0
5dpf,2.59,0,1.07,0.62,0.5,0.46
10dpf,38.16,0,8.3,0,0,0
