stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
16hpf,0,11.62,0,0,0
24hpf,0,5.1,0,0,0
2dpf,2.95,24.78,1.74,0,1.93
3dpf,0.35,0,0,0.57,0
5dpf,0,4.63,0,1.07,0.76
10dpf,0,0.42,0,0,0
