stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,5.72,0,0,0,2.32,0.56,0,1.43,0
3dpf,102.61,0,0,0,0,11.01,0,0.64,0
5dpf,1.98,0.47,0.67,0.89,1.43,22.15,1.97,2.33,0.76
10dpf,79.85,0.44,0,1.37,0,29.34,0,0,0
