stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0.48,1.72,0,1.53,1.09,1.26,0
3dpf,0,0,0.76,1.78,0,0,0
5dpf,1.09,1.02,0,3.16,0,0,2.2
10dpf,0.87,0,0,0,0,0,1.53
