stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,paraxial_mesoderm,periderm
24hpf,0,0,0,0,0,7.16,0
2dpf,2.85,0,1.64,0,0.48,6.42,0
3dpf,1.57,0,0,0,0,0.46,0
5dpf,0,0,0,0.93,0,2.29,0.9
10dpf,0.7,1.22,0,0,0,0.94,0
