stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.14,0,0,1.09,0,0,4.34
3dpf,4.74,0.3,0,0,1.68,0,1.25
5dpf,0.46,0,0,0,3.7,1.11,7.31
10dpf,33.37,0,0.39,0,1.35,1.43,3.01
