stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,0,0,0,2.7,0,0
2dpf,4.47,0.6,1.33,31.78,0,0
3dpf,24.3,0,0.47,1.35,0.34,0
5dpf,1.13,0.32,0.89,2.05,0,1.29
10dpf,16.28,0,0,0.4,0.52,0
