stage,central_nervous_system,intermediate_mesoderm,mesenchyme,periderm
14hpf,0,0,0,219.02
19hpf,0,0,0,3.36
2dpf,0,0.65,0,0
3dpf,5.12,0.65,0.51,0.6
5dpf,0,0,1.7,1.42
10dpf,5.78,0,3.64,0.41
