stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0.54,0,0,0,2.58
3dpf,1.17,0,0,0,0.55,0,0.42
5dpf,0.55,0.59,0,0,2.32,0.52,1.76
10dpf,0,1.13,0,0.87,0.48,0,0.59
