stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,2.14,0,0,1.01
3dpf,2.76,0.55,0,0.31,0
5dpf,0,0,1.09,0.37,0.41
10dpf,1.84,0,0.79,1.44,0
