stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme
2dpf,0.5,0.57,1.4,0
3dpf,0.93,0,1.03,0.43
5dpf,0.54,2.91,3.15,0
10dpf,0.67,0.38,1.47,0.47
