stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
16hpf,0,1.89,0,0,0,0
24hpf,0,0,0,1.8,0,0
2dpf,0.49,0.71,0,6.39,0.85,18.1
3dpf,1.23,0,0,0.77,28.15,1.18
5dpf,0,0,0.3,0.93,11.2,1.42
10dpf,0,0,0,0,7.39,0.51
