stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,5.54,0,0.93,0.56,0.51,0,0,17.15
3dpf,11.56,0,0,0.7,0.3,5.14,0.32,5.1
5dpf,3.87,0.3,2.97,2.73,1.09,6.83,0,52.36
10dpf,10.72,3.39,5.72,3.42,4.09,9.96,1.11,29.58
