stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,20.57,0,1.18,0,0
3dpf,0,0,0,0.36,0
5dpf,1.85,0.52,0,2.1,1.81
10dpf,69.75,0,0,3.34,0
