stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
14hpf,0,0,0,0,0,0,2.45,0
2dpf,1.1,0,0,3,0,0.51,0,0
3dpf,10.33,0,0,0,2.74,0,0.32,0
5dpf,0,0,0.65,0,3.52,0.35,0,1.08
10dpf,10.72,0.65,0.66,0,1.22,0,1.13,0.45
