stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0.55,0,100.67
3dpf,1.15,0.4,0,0.66,0,11.58
5dpf,1.93,0,0,0,0.92,99.66
10dpf,0.92,1.41,0.45,0,1.17,27.86
