stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,1.03,3.66,1.5,0
3dpf,5.42,0,0,43.32,0,0
5dpf,0,0.66,0,37.57,0.58,0.74
10dpf,4.44,0,0,31.71,0,0.97
