stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,10.5,0,0,0
3dpf,2.44,0.42,2.13,1.67,0,0.39
5dpf,0.36,0,24.01,2.81,0.35,1.29
10dpf,2.54,0,47.55,5.12,0,0
