stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0.5,0.94,1.82,1.81
3dpf,5.33,0,0,0,0
5dpf,0.35,0,0,0,0.34
10dpf,3.78,0,0,0,0
