stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.53,0.65,0,0.58,1.94,0,1.15
3dpf,6.67,0.47,0,2.78,0,0.34,0.34
5dpf,0.88,2.21,0,1.79,0,0.31,2.72
10dpf,10.25,0.45,0.54,3.23,0,0,0.82
