stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0,0.52,1.29,0
3dpf,13.23,0,0,0,0,0.46,0
5dpf,1.36,0,0.57,0,0.3,0,2.31
10dpf,123.25,1.03,0.41,1.03,0,1.45,0.84
