stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,5.6,0,1.38,5.92,0,3.67,7.53
3dpf,79.34,0,1.47,1.39,0,0,1.61
5dpf,5.85,0.61,3.49,2.7,0.75,0.39,2.07
10dpf,93.69,0,1.57,0.67,0,0,7.74
