stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,periderm
19hpf,1.93,0,0,0,0
2dpf,2.3,0.5,0,1.05,0
3dpf,1.47,0.47,0,0.37,0
5dpf,0,0,0.32,0,0.98
10dpf,0.46,0,0,0,0
