stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,periderm
24hpf,0,0,0,0,0,0.88
2dpf,3.26,1.97,1.61,0.79,3.55,266.16
3dpf,1.15,0,0,1.74,0,2.72
5dpf,0,0,0,0,0,19.96
10dpf,1.1,0,0,0.98,0,60.17
