stage,central_nervous_system,intermediate_mesoderm,mesenchyme,periderm
24hpf,0.84,0,0,0
2dpf,0,0,0,0.49
3dpf,0,0,2.8,0
5dpf,0,0.34,1.77,0.34
10dpf,1.14,0,0.39,0
