stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
3dpf,124.89,0.86,0,0,2.57,0,0,0,0
5dpf,4.01,0.78,1.11,0.76,8.58,1.53,0.94,0,7.24
10dpf,177.94,3.98,0.96,0,1.79,0.63,0,0.41,0
