stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,34.09,2.94,2.04,1.7,4.83,2.24,4.55
3dpf,79.59,0.92,0,0,0.48,0,1.36
5dpf,2.01,1.15,1.54,0,3.41,0,2.21
10dpf,11.19,2.43,0.67,0,0,0,0.74
